"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"gamma_sweep"
"07/24/2026 01:56:28:138 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","gamma_behavior","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"31","2","49","3.9814814814814814","10","270","239","9.451851851851853"
"32","4","35","4.018587360594796","6","269","198","9.420074349442379"
"34","1","16","4.129770992366412","4","262","125","9.129770992366412"
"29","0.5","109","3.79933110367893","35","299","679","9.438127090301004"
"31","2","50","4.100746268656716","10","268","239","9.41044776119403"
"30","1","48","4.099173553719008","17","242","294","9.380165289256198"
"32","4","36","4.018656716417911","6","268","198","9.380597014925373"
"33","0.5","31","3.965811965811966","7","234","155","9.564102564102564"
"29","0.5","110","3.9531772575250836","35","299","679","9.438127090301004"
"34","1","17","4.125954198473282","4","262","125","9.129770992366412"
"31","2","51","4.112359550561798","10","267","239","9.438202247191011"
"29","0.5","111","3.9496644295302015","36","298","679","9.40268456375839"
"33","0.5","32","3.9655172413793105","9","232","155","9.482758620689655"
"34","1","18","4.126436781609195","4","261","125","9.088122605363985"
"33","0.5","33","3.9655172413793105","9","232","155","9.482758620689655"
"31","2","52","4.112359550561798","10","267","246","9.49063670411985"
"31","2","53","4.112781954887218","10","266","246","9.451127819548873"
"34","1","19","4.126436781609195","4","261","140","9.203065134099617"
"33","0.5","34","3.965367965367965","10","231","161","9.48917748917749"
"31","2","54","4.112781954887218","10","266","246","9.451127819548873"
"29","0.5","112","3.9496644295302015","36","298","682","9.422818791946309"
"30","1","49","4.016260162601626","18","246","310","9.577235772357724"
"34","1","20","4.127906976744186","4","258","140","9.155038759689923"
"32","4","37","3.866906474820144","6","278","205","9.453237410071942"
"33","0.5","35","3.965217391304348","11","230","161","9.452173913043477"
"32","4","38","3.9964028776978417","6","278","205","9.453237410071942"
"34","1","21","4.127906976744186","4","258","140","9.155038759689923"
"30","1","50","4.102459016393443","18","244","310","9.491803278688524"
"29","0.5","113","3.946127946127946","36","297","682","9.387205387205388"
"33","0.5","36","3.96943231441048","11","229","161","9.414847161572052"
"32","4","39","3.996376811594203","8","276","205","9.376811594202898"
"29","0.5","114","3.9425675675675675","36","296","682","9.35135135135135"
"30","1","51","4.10655737704918","18","244","310","9.491803278688524"
"31","2","55","4.109433962264151","11","265","253","9.464150943396227"
"31","2","56","4.111111111111111","14","261","253","9.31800766283525"
"31","2","57","4.111538461538461","14","260","253","9.276923076923078"
"32","4","40","3.9963369963369964","10","273","222","9.384615384615385"
"34","1","22","4.125490196078432","4","255","158","9.168627450980392"
"34","1","23","4.122529644268774","4","253","158","9.090909090909092"
"32","4","41","4.022058823529412","10","272","222","9.345588235294118"
"33","0.5","37","3.7131147540983607","11","244","179","9.385245901639344"
"30","1","52","4.106995884773663","18","243","320","9.539094650205762"
"34","1","24","4.122529644268774","4","253","158","9.090909090909092"
"29","0.5","115","3.9389830508474577","36","295","696","9.423728813559322"
"32","4","42","4.022140221402214","10","271","222","9.306273062730627"
"33","0.5","38","3.9508196721311477","11","244","179","9.385245901639344"
"30","1","53","4.1115702479338845","18","242","320","9.50413223140496"
"33","0.5","39","3.9549180327868854","11","244","179","9.385245901639344"
"29","0.5","116","3.935593220338983","36","295","696","9.423728813559322"
"30","1","54","4.1120331950207465","18","241","320","9.46058091286307"
"29","0.5","117","3.9379310344827587","37","290","696","9.248275862068965"
"31","2","58","4.109375","14","256","278","9.3203125"
"31","2","59","4.10546875","14","256","278","9.3203125"
"31","2","60","4.106299212598425","16","254","278","9.244094488188976"
"33","0.5","40","3.950617283950617","11","243","185","9.39917695473251"
"33","0.5","41","3.950617283950617","11","243","185","9.39917695473251"
"33","0.5","42","3.950617283950617","11","243","185","9.39917695473251"
"32","4","43","4.022140221402214","10","271","252","9.527675276752767"
"32","4","44","4.022222222222222","11","270","252","9.496296296296297"
"30","1","55","4.1125","18","240","332","9.516666666666667"
"32","4","45","4.022304832713755","11","269","252","9.464684014869889"
"34","1","25","4.011583011583012","4","259","189","9.382239382239382"
"30","1","56","4.112970711297071","19","239","332","9.472803347280335"
"34","1","26","4.111969111969112","4","259","189","9.382239382239382"
"29","0.5","118","3.9340277777777777","38","288","716","9.3125"
"33","0.5","43","3.9545454545454546","11","242","190","9.396694214876034"
"30","1","57","4.112970711297071","19","239","332","9.472803347280335"
"34","1","27","4.111969111969112","4","259","189","9.382239382239382"
"29","0.5","119","3.9409722222222223","38","288","716","9.3125"
"33","0.5","44","3.950413223140496","11","242","190","9.396694214876034"
"33","0.5","45","3.95","12","240","190","9.316666666666666"
"29","0.5","120","3.937282229965157","38","287","716","9.275261324041812"
"32","4","46","4.022388059701493","11","268","271","9.567164179104477"
"31","2","61","3.791208791208791","17","273","307","9.282051282051283"
"32","4","47","4.0187265917602994","11","267","271","9.52808988764045"
"32","4","48","4.0187265917602994","11","267","271","9.52808988764045"
"34","1","28","4.111969111969112","4","259","201","9.474903474903474"
"31","2","62","4.11070110701107","18","271","307","9.210332103321033"
"30","1","58","4.11344537815126","19","238","341","9.504201680672269"
"31","2","63","4.107011070110701","18","271","307","9.210332103321033"
"34","1","29","4.112403100775194","4","258","201","9.434108527131784"
"33","0.5","46","3.9497907949790796","13","239","204","9.389121338912133"
"34","1","30","4.112403100775194","4","258","201","9.434108527131784"
"30","1","59","4.113924050632911","19","237","341","9.459915611814345"
"33","0.5","47","3.9497907949790796","13","239","204","9.389121338912133"
"30","1","60","4.113924050632911","19","237","341","9.459915611814345"
"33","0.5","48","3.9491525423728815","13","236","204","9.254237288135593"
"35","2","0","3.7876106194690267","0","226","0","9.132743362831858"
"31","2","64","4.107011070110701","18","271","324","9.335793357933579"
"34","1","31","4.112403100775194","4","258","205","9.465116279069768"
"31","2","65","4.107407407407408","18","270","324","9.296296296296296"
"34","1","32","4.116279069767442","4","258","205","9.465116279069768"
"32","4","49","3.841726618705036","11","278","288","9.453237410071942"
"31","2","66","4.111111111111111","18","270","324","9.296296296296296"
"32","4","50","4.0324909747292415","11","277","288","9.415162454873647"
"34","1","33","4.109375","4","256","205","9.3828125"
"32","4","51","4.032608695652174","12","276","288","9.376811594202898"
"35","2","1","3.951111111111111","0","225","28","9.333333333333334"
"35","2","2","3.950892857142857","1","224","28","9.285714285714286"
"30","1","61","3.959016393442623","21","244","359","9.48360655737705"
"35","2","3","3.950892857142857","1","224","28","9.285714285714286"
"30","1","62","4.1234567901234565","21","243","359","9.440329218106996"
"33","0.5","49","3.708502024291498","13","247","226","9.352226720647772"
"33","0.5","50","3.9796747967479673","14","246","226","9.308943089430894"
"30","1","63","4.1193415637860085","21","243","359","9.440329218106996"
"31","2","67","4.111111111111111","18","270","328","9.325925925925926"
"32","4","52","4.032608695652174","12","276","303","9.485507246376812"
"33","0.5","51","3.975609756097561","14","246","226","9.308943089430894"
"34","1","34","4.109375","4","256","217","9.4765625"
"31","2","68","4.111111111111111","18","270","328","9.325925925925926"
"35","2","4","3.9506726457399104","1","223","49","9.426008968609866"
"32","4","53","4.003623188405797","12","276","303","9.485507246376812"
"34","1","35","4.109803921568627","4","255","217","9.435294117647059"
"35","2","5","3.9596412556053813","1","223","49","9.426008968609866"
"31","2","69","4.111524163568773","18","269","328","9.28624535315985"
"32","4","54","4.003623188405797","12","276","303","9.485507246376812"
"35","2","6","3.9596412556053813","1","223","49","9.426008968609866"
"34","1","36","4.109803921568627","4","255","217","9.435294117647059"
"30","1","64","4.11522633744856","21","243","365","9.489711934156379"
"33","0.5","52","3.975609756097561","14","246","238","9.40650406504065"
"32","4","55","4.003636363636364","13","275","311","9.505454545454546"
"30","1","65","4.107438016528926","22","242","365","9.454545454545455"
"33","0.5","53","3.9715447154471546","14","246","238","9.40650406504065"
"31","2","70","4.111524163568773","18","269","342","9.390334572490707"
"35","2","7","3.981981981981982","1","222","65","9.522522522522523"
"32","4","56","4.007326007326007","14","273","311","9.494505494505495"
"35","2","8","3.981981981981982","1","222","65","9.522522522522523"
"30","1","66","4.099173553719008","22","242","365","9.454545454545455"
"33","0.5","54","3.975510204081633","14","245","238","9.363265306122448"
"31","2","71","4.111524163568773","18","269","342","9.390334572490707"
"35","2","9","3.981900452488688","1","221","65","9.475113122171946"
"32","4","57","4.003663003663004","14","273","311","9.494505494505495"
"31","2","72","4.115671641791045","18","268","342","9.35820895522388"
"34","1","37","3.742857142857143","4","280","228","9.15"
"34","1","38","4.136200716845878","5","279","228","9.11111111111111"
"35","2","10","3.981900452488688","1","221","78","9.592760180995475"
"30","1","67","4.0995850622406635","22","241","373","9.477178423236515"
"35","2","11","3.981900452488688","1","221","78","9.592760180995475"
"32","4","58","4.003663003663004","14","273","320","9.56043956043956"
"33","0.5","55","3.9714285714285715","14","245","248","9.444897959183674"
"34","1","39","4.136200716845878","5","279","228","9.11111111111111"
"32","4","59","4.003663003663004","14","273","320","9.56043956043956"
"35","2","12","3.9817351598173514","1","219","78","9.497716894977168"
"32","4","60","4.003663003663004","14","273","320","9.56043956043956"
"33","0.5","56","3.9754098360655736","15","244","248","9.401639344262295"
"30","1","68","4.100418410041841","23","239","373","9.389121338912133"
"33","0.5","57","3.9710743801652892","17","242","248","9.322314049586776"
"30","1","69","4.100418410041841","23","239","373","9.389121338912133"
"31","2","73","3.931899641577061","18","279","350","9.297491039426523"
"31","2","74","4.097472924187725","20","277","350","9.220216606498195"
"34","1","40","4.129032258064516","5","279","237","9.175627240143369"
"31","2","75","4.101449275362318","21","276","350","9.181159420289855"
"34","1","41","4.129032258064516","5","279","237","9.175627240143369"
"33","0.5","58","3.975206611570248","17","242","262","9.438016528925619"
"35","2","13","3.5428571428571427","1","245","98","9.159183673469387"
"35","2","14","3.963265306122449","1","245","98","9.159183673469387"
"32","4","61","3.705084745762712","14","295","326","9.2"
"30","1","70","4.100840336134453","24","238","387","9.46218487394958"
"34","1","42","4.129496402877698","5","278","237","9.136690647482014"
"33","0.5","59","3.9710743801652892","17","242","262","9.438016528925619"
"32","4","62","4.010204081632653","15","294","326","9.16326530612245"
"35","2","15","4.012345679012346","1","243","98","9.069958847736626"
"32","4","63","4.010238907849829","16","293","326","9.126279863481228"
"33","0.5","60","3.975206611570248","17","242","262","9.438016528925619"
"30","1","71","4.0974576271186445","25","236","387","9.389830508474576"
"30","1","72","4.101694915254237","25","236","387","9.389830508474576"
"31","2","76","4.102189781021898","21","274","367","9.226277372262773"
"31","2","77","4.102564102564102","22","273","367","9.186813186813186"
"35","2","16","4.012345679012346","1","243","111","9.176954732510287"
"34","1","43","4.1231884057971016","5","276","248","9.144927536231885"
"31","2","78","4.102564102564102","22","273","367","9.186813186813186"
"35","2","17","4.012345679012346","1","243","111","9.176954732510287"
"35","2","18","4.012345679012346","1","243","111","9.176954732510287"
"32","4","64","4.010273972602739","16","292","344","9.212328767123287"
"34","1","44","4.117647058823529","7","272","248","9.014705882352942"
"32","4","65","3.9793103448275864","16","290","344","9.193103448275862"
"33","0.5","61","3.812749003984064","18","251","269","9.394422310756973"
"34","1","45","4.11070110701107","7","271","248","8.974169741697416"
"33","0.5","62","3.9681274900398407","18","251","269","9.394422310756973"
"32","4","66","3.9792387543252596","16","289","344","9.155709342560554"
"33","0.5","63","3.968","18","250","269","9.352"
"35","2","19","4.012396694214876","1","242","123","9.231404958677686"
"35","2","20","4.008298755186722","1","241","123","9.244813278008298"
"31","2","79","4.106617647058823","22","272","390","9.316176470588236"
"30","1","73","3.6203007518796992","25","266","404","9.12781954887218"
"35","2","21","4.008333333333334","2","240","123","9.2"
"31","2","80","4.110294117647059","22","272","390","9.316176470588236"
"30","1","74","4.079245283018868","26","265","404","9.086792452830188"
"33","0.5","64","3.972","18","250","281","9.448"
"31","2","81","4.1033210332103325","23","271","390","9.276752767527675"
"32","4","67","3.9792387543252596","16","289","358","9.252595155709342"
"34","1","46","4.111111111111111","7","270","267","9.074074074074074"
"32","4","68","3.979020979020979","16","286","358","9.153846153846153"
"30","1","75","4.071969696969697","26","264","404","9.045454545454545"
"33","0.5","65","3.967741935483871","18","248","281","9.379032258064516"
"35","2","22","4.012658227848101","2","237","137","9.189873417721518"
"34","1","47","4.107806691449814","7","269","267","9.033457249070633"
"32","4","69","3.986013986013986","16","286","358","9.153846153846153"
"33","0.5","66","3.971774193548387","18","248","281","9.379032258064516"
"35","2","23","4.021186440677966","2","236","137","9.152542372881356"
"34","1","48","4.111940298507463","7","268","267","9.007462686567164"
"35","2","24","4.012820512820513","2","234","137","9.05982905982906"
"31","2","82","4.107011070110701","23","271","399","9.343173431734318"
"31","2","83","4.1","23","270","399","9.303703703703704"
"30","1","76","4.076335877862595","27","262","417","9.091603053435115"
"33","0.5","67","3.967479674796748","18","246","289","9.357723577235772"
"31","2","84","4.103703703703704","23","270","399","9.303703703703704"
"33","0.5","68","3.9714285714285715","18","245","289","9.314285714285715"
"30","1","77","4.072519083969466","27","262","417","9.091603053435115"
"32","4","70","3.986013986013986","16","286","384","9.335664335664335"
"33","0.5","69","3.9673469387755103","18","245","289","9.314285714285715"
"32","4","71","3.986013986013986","16","286","384","9.335664335664335"
"30","1","78","4.076335877862595","27","262","417","9.091603053435115"
"32","4","72","3.9858657243816253","17","283","384","9.222614840989399"
"35","2","25","3.752","2","250","166","9.168"
"35","2","26","3.992","2","250","166","9.168"
"35","2","27","3.9757085020242915","3","247","166","9.036437246963562"
"34","1","49","3.8350877192982455","7","285","291","9.214035087719298"
"33","0.5","70","3.9714285714285715","18","245","299","9.395918367346939"
"34","1","50","4.101754385964912","7","285","291","9.214035087719298"
"33","0.5","71","3.9673469387755103","18","245","299","9.395918367346939"
"30","1","79","4.072519083969466","27","262","435","9.229007633587786"
"34","1","51","4.105263157894737","7","285","291","9.214035087719298"
"33","0.5","72","3.9714285714285715","18","245","299","9.395918367346939"
"31","2","85","3.879432624113475","23","282","416","9.340425531914894"
"30","1","80","4.076335877862595","27","262","435","9.229007633587786"
"35","2","28","3.9796747967479673","3","246","187","9.16260162601626"
"31","2","86","4.103571428571429","24","280","416","9.264285714285714"
"30","1","81","4.076335877862595","27","262","435","9.229007633587786"
"35","2","29","3.9754098360655736","4","244","187","9.12295081967213"
"31","2","87","4.129032258064516","24","279","416","9.225806451612904"
"32","4","73","3.872852233676976","17","291","404","9.395189003436426"
"35","2","30","3.9754098360655736","4","244","187","9.12295081967213"
"32","4","74","3.975862068965517","18","290","404","9.358620689655172"
"32","4","75","3.975862068965517","18","290","404","9.358620689655172"
"34","1","52","4.108771929824561","7","285","306","9.319298245614036"
"33","0.5","73","3.8117647058823527","18","255","309","9.388235294117647"
"34","1","53","4.105633802816901","7","284","306","9.28169014084507"
"30","1","82","4.076335877862595","27","262","441","9.274809160305344"
"33","0.5","74","3.9568627450980394","18","255","309","9.388235294117647"
"34","1","54","4.106007067137809","7","283","306","9.243816254416961"
"35","2","31","3.971311475409836","4","244","202","9.245901639344263"
"31","2","88","4.129032258064516","24","279","432","9.340501792114695"
"33","0.5","75","3.9529411764705884","18","255","309","9.388235294117647"
"32","4","76","3.9756944444444446","19","288","414","9.354166666666666"
"30","1","83","4.0727969348659006","28","261","441","9.233716475095786"
"35","2","32","3.971311475409836","4","244","202","9.245901639344263"
"31","2","89","4.125899280575539","24","278","432","9.302158273381295"
"30","1","84","4.076628352490421","28","261","441","9.233716475095786"
"35","2","33","3.9794238683127574","5","243","202","9.201646090534979"
"31","2","90","4.1268115942028984","26","276","432","9.231884057971014"
"32","4","77","3.979020979020979","20","286","414","9.3006993006993"
"32","4","78","3.9788732394366195","20","284","414","9.225352112676056"
"33","0.5","76","3.9568627450980394","18","255","312","9.411764705882353"
"33","0.5","77","3.952569169960474","18","253","312","9.328063241106719"
"34","1","55","4.103202846975089","7","281","318","9.252669039145907"
"35","2","34","3.983539094650206","5","243","221","9.358024691358025"
"33","0.5","78","3.9565217391304346","18","253","312","9.328063241106719"
"34","1","56","4.107142857142857","7","280","318","9.278571428571428"
"35","2","35","3.9794238683127574","5","243","221","9.358024691358025"
"35","2","36","3.979338842975207","5","242","221","9.314049586776859"
"34","1","57","4.103571428571429","7","280","318","9.278571428571428"
"31","2","91","4.119565217391305","26","276","452","9.376811594202898"
"31","2","92","4.119565217391305","26","276","452","9.376811594202898"
"32","4","79","3.9752650176678443","20","283","434","9.356890459363958"
"33","0.5","79","3.952569169960474","18","253","324","9.422924901185771"
"30","1","85","3.850909090909091","29","275","452","9.294545454545455"
"31","2","93","4.12","26","275","452","9.338181818181818"
"32","4","80","3.978723404255319","20","282","434","9.326241134751774"
"33","0.5","80","3.9565217391304346","18","253","324","9.422924901185771"
"30","1","86","4.072727272727272","29","275","452","9.294545454545455"
"32","4","81","3.9715302491103204","20","281","434","9.338078291814947"
"33","0.5","81","3.9523809523809526","19","252","324","9.380952380952381"
"30","1","87","4.069343065693431","30","274","452","9.255474452554745"
"35","2","37","3.8674698795180724","5","249","233","9.421686746987952"
"34","1","58","4.10752688172043","7","279","335","9.362007168458781"
"35","2","38","3.9759036144578315","5","249","233","9.421686746987952"
"35","2","39","4","6","248","233","9.379032258064516"
"31","2","94","4.117216117216117","26","273","465","9.355311355311356"
"34","1","59","4.1046931407942235","7","277","335","9.28519855595668"
"33","0.5","82","3.9518072289156625","21","249","334","9.333333333333334"
"31","2","95","4.118518518518519","29","270","465","9.237037037037037"
"34","1","60","4.094545454545455","8","275","335","9.236363636363636"
"33","0.5","83","3.9437751004016066","21","249","334","9.333333333333334"
"31","2","96","4.115241635687732","30","269","465","9.20446096654275"
"32","4","82","3.9715302491103204","20","281","452","9.466192170818506"
"30","1","88","4.062043795620438","30","274","464","9.343065693430656"
"32","4","83","3.975","20","280","452","9.428571428571429"
"33","0.5","84","3.9397590361445785","21","249","334","9.333333333333334"
"32","4","84","3.974910394265233","21","279","452","9.390681003584229"
"35","2","40","4","6","248","239","9.42741935483871"
"30","1","89","4.062730627306273","30","271","464","9.239852398523984"
"35","2","41","4.004032258064516","6","248","239","9.42741935483871"
"35","2","42","4.004032258064516","6","248","239","9.42741935483871"
"30","1","90","4.062962962962963","30","270","464","9.2"
"35","2","43","3.995967741935484","6","248","245","9.475806451612904"
"35","2","44","3.995967741935484","6","248","245","9.475806451612904"
"33","0.5","85","3.843137254901961","21","255","348","9.474509803921569"
"35","2","45","4","6","246","245","9.390243902439025"
"33","0.5","86","3.9450980392156865","21","255","348","9.474509803921569"
"34","1","61","3.7898305084745765","9","295","362","9.294915254237289"
"31","2","97","3.8531468531468533","31","286","493","9.342657342657343"
"30","1","91","4.066666666666666","30","270","481","9.325925925925926"
"34","1","62","4.068027210884353","10","294","362","9.258503401360544"
"33","0.5","87","3.9450980392156865","21","255","348","9.474509803921569"
"31","2","98","4.073684210526316","32","285","493","9.305263157894737"
"32","4","85","3.6262295081967215","21","305","467","9.180327868852459"
"32","4","86","3.9539473684210527","21","304","467","9.144736842105264"
"30","1","92","4.062962962962963","30","270","481","9.325925925925926"
"31","2","99","4.098591549295775","32","284","493","9.274647887323944"
"34","1","63","4.071428571428571","10","294","362","9.258503401360544"
"32","4","87","3.953795379537954","21","303","467","9.122112211221122"
"35","2","46","4","7","243","259","9.37448559670782"
"30","1","93","4.062962962962963","30","270","481","9.325925925925926"
"35","2","47","3.9917355371900825","7","242","259","9.330578512396695"
"33","0.5","88","3.9450980392156865","21","255","353","9.513725490196078"
"35","2","48","3.991701244813278","8","241","259","9.294605809128631"
"33","0.5","89","3.9411764705882355","21","255","353","9.513725490196078"
"33","0.5","90","3.9448818897637796","21","254","353","9.472440944881889"
"34","1","64","4.071917808219178","11","292","376","9.280821917808218"
"31","2","100","4.098939929328622","32","283","506","9.335689045936396"
"34","1","65","4.071917808219178","11","292","376","9.280821917808218"
"31","2","101","4.106007067137809","32","283","506","9.335689045936396"
"32","4","88","3.957095709570957","21","303","494","9.3003300330033"
"30","1","94","4.062962962962963","30","270","487","9.37037037037037"
"34","1","66","4.072164948453608","11","291","376","9.243986254295532"
"31","2","102","4.106007067137809","32","283","506","9.335689045936396"
"32","4","89","3.9933993399339935","21","303","494","9.3003300330033"
"33","0.5","91","3.9402390438247012","22","251","355","9.370517928286853"
"30","1","95","4.063197026022305","30","269","487","9.338289962825279"
"32","4","90","3.990033222591362","21","301","494","9.22923588039867"
"35","2","49","3.7364341085271318","8","258","282","9.356589147286822"
"35","2","50","4.046511627906977","8","258","282","9.356589147286822"
"33","0.5","92","3.944","22","250","355","9.328"
"30","1","96","4.067164179104478","31","268","487","9.298507462686567"
"35","2","51","4.015503875968992","8","258","282","9.356589147286822"
"33","0.5","93","3.9437751004016066","22","249","355","9.285140562248996"
"31","2","103","4.102836879432624","32","282","523","9.418439716312056"
"34","1","67","4.072164948453608","11","291","392","9.353951890034365"
"31","2","104","4.102836879432624","32","282","523","9.418439716312056"
"35","2","52","4.019455252918288","8","257","289","9.369649805447471"
"32","4","91","3.99","21","300","515","9.333333333333334"
"34","1","68","4.072664359861592","12","289","392","9.280276816608996"
"35","2","53","4.027237354085603","8","257","289","9.369649805447471"
"31","2","105","4.1063829787234045","32","282","523","9.418439716312056"
"32","4","92","3.9899665551839463","21","299","515","9.311036789297658"
"35","2","54","4.027237354085603","8","257","289","9.369649805447471"
"33","0.5","94","3.9471544715447155","24","246","373","9.308943089430894"
"34","1","69","4.072916666666667","12","288","392","9.243055555555555"
"32","4","93","3.9966329966329965","23","297","515","9.245791245791246"
"33","0.5","95","3.94672131147541","25","244","373","9.270491803278688"
"33","0.5","96","3.954732510288066","26","243","373","9.22633744855967"
"30","1","97","3.9744525547445257","31","274","498","9.518248175182482"
"35","2","55","4.011673151750973","8","257","294","9.408560311284047"
"30","1","98","4.040441176470588","31","272","498","9.477941176470589"
"31","2","106","4.106761565836299","33","281","532","9.444839857651246"
"35","2","56","4.011673151750973","8","257","294","9.408560311284047"
"31","2","107","4.103571428571429","33","280","532","9.407142857142857"
"30","1","99","4.047970479704797","31","271","498","9.439114391143912"
"35","2","57","4.019607843137255","10","255","294","9.333333333333334"
"31","2","108","4.103942652329749","33","279","532","9.369175627240143"
"34","1","70","4.072916666666667","12","288","408","9.354166666666666"
"32","4","94","3.9966216216216215","23","296","538","9.364864864864865"
"34","1","71","4.069686411149826","13","287","408","9.317073170731707"
"32","4","95","3.9966216216216215","23","296","538","9.364864864864865"
"32","4","96","3.993197278911565","23","294","538","9.299319727891156"
"34","1","72","4.066433566433567","14","286","408","9.286713286713287"
"35","2","58","4.019607843137255","10","255","300","9.380392156862746"
"33","0.5","97","3.7786561264822134","26","253","399","9.33596837944664"
"35","2","59","4.019607843137255","10","255","300","9.380392156862746"
"33","0.5","98","3.9563492063492065","27","252","399","9.293650793650794"
"30","1","100","4.037313432835821","32","268","507","9.395522388059701"
"35","2","60","4.019685039370079","10","254","300","9.354330708661417"
"33","0.5","99","3.9642857142857144","27","252","399","9.293650793650794"
"30","1","101","4.033834586466165","32","266","507","9.31578947368421"
"31","2","109","3.9379310344827587","33","290","551","9.406896551724138"
"30","1","102","4.034090909090909","32","264","507","9.234848484848484"
"31","2","110","4.093425605536332","33","289","551","9.370242214532873"
"31","2","111","4.080139372822299","34","287","551","9.303135888501743"
"33","0.5","100","3.9760956175298805","28","251","414","9.370517928286853"
"34","1","73","3.9658703071672354","14","293","426","9.447098976109215"
"35","2","61","3.8097014925373136","10","268","306","9.238805970149254"
"33","0.5","101","3.968","28","250","414","9.328"
"35","2","62","4.037453183520599","10","267","306","9.220973782771535"
"34","1","74","4.064846416382252","14","293","426","9.447098976109215"
"32","4","97","3.8421052631578947","23","304","554","9.5"
"33","0.5","102","3.98","28","250","414","9.328"
"35","2","63","4.033834586466165","10","266","306","9.180451127819548"
"32","4","98","3.9966887417218544","24","302","554","9.43046357615894"
"34","1","75","4.061855670103093","14","291","426","9.374570446735396"
"32","4","99","3.9966887417218544","24","302","554","9.43046357615894"
"31","2","112","4.080701754385965","35","285","569","9.35438596491228"
"30","1","103","4.030418250950571","32","263","542","9.460076045627376"
"31","2","113","4.077192982456141","35","285","569","9.35438596491228"
"30","1","104","4.026717557251908","32","262","542","9.427480916030534"
"33","0.5","103","3.967741935483871","29","248","424","9.330645161290322"
"35","2","64","4.037735849056604","11","265","315","9.20754716981132"
"31","2","114","4.077192982456141","35","285","569","9.35438596491228"
"30","1","105","4.026717557251908","32","262","542","9.427480916030534"
"33","0.5","104","3.971774193548387","29","248","424","9.330645161290322"
"35","2","65","4.037735849056604","11","265","315","9.20754716981132"
"34","1","76","4.0588235294117645","16","289","437","9.384083044982699"
"33","0.5","105","3.97165991902834","29","247","424","9.287449392712551"
"35","2","66","4.037735849056604","11","265","315","9.20754716981132"
"32","4","100","3.9966666666666666","24","300","562","9.413333333333334"
"34","1","77","4.0657439446366785","16","289","437","9.384083044982699"
"32","4","101","4","24","297","562","9.313131313131313"
"32","4","102","4","27","292","562","9.143835616438356"
"34","1","78","4.065972222222222","16","288","437","9.347222222222221"
"31","2","115","4.078014184397163","36","282","579","9.340425531914894"
"31","2","116","4.07829181494662","37","281","579","9.302491103202847"
"35","2","67","4.022813688212928","12","263","323","9.247148288973383"
"30","1","106","4.030534351145038","32","262","557","9.541984732824428"
"33","0.5","106","3.979757085020243","29","247","441","9.425101214574898"
"35","2","68","4.0346153846153845","13","260","323","9.123076923076923"
"31","2","117","4.078571428571428","37","280","579","9.264285714285714"
"33","0.5","107","3.983739837398374","29","246","441","9.382113821138212"
"35","2","69","4.038910505836576","15","257","323","9.003891050583658"
"30","1","107","4.026717557251908","32","262","557","9.541984732824428"
"33","0.5","108","3.983739837398374","29","246","441","9.382113821138212"
"30","1","108","4.026819923371647","33","261","557","9.50191570881226"
"34","1","79","4.073426573426573","17","286","453","9.384615384615385"
"34","1","80","4.066666666666666","18","285","453","9.347368421052632"
"32","4","103","4","28","291","601","9.374570446735396"
"32","4","104","4","28","291","601","9.374570446735396"
"34","1","81","4.070921985815603","18","282","453","9.297872340425531"
"31","2","118","4.078853046594982","38","279","605","9.412186379928315"
"35","2","70","4.03515625","15","256","350","9.171875"
"32","4","105","3.9931034482758623","29","290","601","9.337931034482759"
"35","2","71","4.031496062992126","15","254","350","9.094488188976378"
"31","2","119","4.075268817204301","38","279","605","9.412186379928315"
"33","0.5","109","3.7083333333333335","29","264","453","9.265151515151516"
"35","2","72","4.031620553359684","16","253","350","9.051383399209486"
"31","2","120","4.078853046594982","38","279","605","9.412186379928315"
"33","0.5","110","4.00763358778626","30","262","453","9.183206106870228"
"33","0.5","111","4.00763358778626","30","262","453","9.183206106870228"
"30","1","109","3.64808362369338","33","287","567","9.226480836236934"
"34","1","82","4.067375886524823","18","282","473","9.439716312056738"
"30","1","110","4.034965034965035","33","286","567","9.188811188811188"
"34","1","83","4.075","20","280","473","9.378571428571428"
"32","4","106","3.9930795847750864","29","289","624","9.460207612456747"
"34","1","84","4.068345323741007","22","278","473","9.302158273381295"
"32","4","107","3.9930795847750864","29","289","624","9.460207612456747"
"30","1","111","4.038732394366197","34","284","567","9.112676056338028"
"33","0.5","112","4.007662835249042","30","261","465","9.233716475095786"
"32","4","108","3.9930795847750864","29","289","624","9.460207612456747"
"36","4","0","3.857142857142857","0","238","0","9.184873949579831"
"33","0.5","113","4.007692307692308","30","260","465","9.192307692307692"
"35","2","73","3.8479087452471483","16","263","375","9.414448669201521"
"33","0.5","114","4.007782101167315","30","257","465","9.066147859922179"
"35","2","74","4.011406844106464","16","263","375","9.414448669201521"
"35","2","75","4.068702290076335","17","262","375","9.374045801526718"
"36","4","1","4.105042016806722","0","238","29","9.428571428571429"
"30","1","112","4.039007092198582","34","282","586","9.170212765957446"
"36","4","2","4.105042016806722","0","238","29","9.428571428571429"
"36","4","3","4.105042016806722","0","238","29","9.428571428571429"
