"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"CVD_Risk_Behaviour.nlogox"
"Experiment_4B_Outmigration"
"07/28/2026 22:20:41:780 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","annual_inflow","monthly-outmigration-prob","influence_weight_friend","gamma_net","relapse_friend_threshold","p_relapse","gamma_behavior","N_h","t_lag_years","theta_tol","omega_age","influence_weight_household","F_max","[step]","count turtles","mean [count link-neighbors] of turtles","mean [risk-score] of turtles"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","282","11.47517730496454","4.00709219858156"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","82","264","11.075757575757576","4.121212121212121"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","287","11.470383275261325","4.090592334494773"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","245","11.338775510204082","4.130612244897959"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","282","11.47517730496454","4.01418439716312"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","83","263","11.011406844106464","4.1216730038022815"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","273","11.2014652014652","3.978021978021978"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","286","11.412587412587413","4.0874125874125875"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","244","11.295081967213115","4.131147540983607"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","296","11.222972972972974","3.777027027027027"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","280","11.435714285714285","4.014285714285714"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","84","261","10.89655172413793","4.118773946360153"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","273","11.2014652014652","3.978021978021978"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","293","11.15358361774744","4.027303754266212"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","272","11.147058823529411","3.9779411764705883"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","292","11.123287671232877","4.010273972602739"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","279","11.491039426523297","4.010752688172043"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","286","11.531468531468532","4.0874125874125875"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","276","11.326086956521738","4.010869565217392"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","285","11.487719298245613","4.087719298245614"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","263","11.087452471482889","3.817490494296578"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","81","275","11.287272727272727","4.007272727272727"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","262","11.022900763358779","4.106870229007634"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","284","11.43661971830986","4.088028169014085"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","290","11.241379310344827","4.006896551724138"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","261","10.973180076628353","4.111111111111111"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","85","280","11.114285714285714","3.825"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","289","11.197231833910035","4.013840830449827"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","285","11.228070175438596","3.7649122807017545"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","86","279","11.060931899641577","4.118279569892473"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","289","11.197231833910035","4.013840830449827"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","281","11.145907473309608","3.98220640569395"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","87","278","11.02158273381295","4.118705035971223"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","281","11.145907473309608","3.98576512455516"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","259","11.003861003861005","4.100386100386101"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","82","275","11.44","4.010909090909091"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","259","11.003861003861005","4.104247104247104"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","83","273","11.355311355311356","4.007326007326007"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","257","10.8715953307393","4.101167315175097"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","287","11.254355400696864","4.010452961672474"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","84","272","11.308823529411764","4.011029411764706"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","88","278","11.136690647482014","4.122302158273381"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","295","11.640677966101695","3.922033898305085"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","287","11.254355400696864","4.003484320557491"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","294","11.591836734693878","4.081632653061225"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","89","278","11.136690647482014","4.122302158273381"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","281","11.266903914590747","3.9893238434163703"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","284","11.133802816901408","4.01056338028169"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","294","11.591836734693878","4.08843537414966"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","90","275","11.047272727272727","4.12"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","279","11.175627240143369","3.989247311827957"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","279","11.175627240143369","3.989247311827957"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","257","11.105058365758754","4.1050583657587545"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","255","11.003921568627451","4.098039215686274"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","81","253","10.924901185770752","4.102766798418973"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","292","11.561643835616438","4.085616438356165"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","283","11.286219081272085","4.021201413427562"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","85","302","11.172185430463577","3.609271523178808"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","91","275","11.170909090909092","4.12"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","291","11.518900343642612","4.0893470790378"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","279","11.32616487455197","3.989247311827957"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","283","11.286219081272085","4.017667844522968"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","92","273","11.084249084249084","4.124542124542124"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","86","299","11.023411371237458","4.046822742474917"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","283","11.286219081272085","4.021201413427562"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","290","11.482758620689655","4.086206896551724"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","279","11.32616487455197","3.989247311827957"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","87","299","11.023411371237458","4.046822742474917"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","93","271","11.00369003690037","4.132841328413284"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","82","250","11","4.096"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","81","279","11.32616487455197","3.989247311827957"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","83","249","10.939759036144578","4.100401606425703"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","84","248","10.89516129032258","4.096774193548387"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","82","277","11.306859205776174","3.9891696750902526"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","88","298","11.114093959731544","4.046979865771812"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","290","11.606896551724137","4.089655172413793"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","94","271","11.173431734317344","4.125461254612546"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","83","276","11.26086956521739","3.989130434782609"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","89","298","11.114093959731544","4.046979865771812"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","95","271","11.173431734317344","4.125461254612546"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","290","11.606896551724137","4.086206896551724"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","304","11.19078947368421","3.7401315789473686"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","84","275","11.207272727272727","3.9890909090909092"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","96","270","11.125925925925927","4.122222222222222"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","90","298","11.114093959731544","4.050335570469799"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","287","11.533101045296167","4.090592334494773"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","303","11.155115511551156","4.03960396039604"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","85","270","10.933333333333334","3.7666666666666666"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","303","11.155115511551156","4.042904290429043"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","86","269","10.884758364312267","4.115241635687732"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","87","268","10.835820895522389","4.119402985074627"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","91","298","11.21476510067114","4.053691275167785"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","286","11.62937062937063","4.0874125874125875"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","92","297","11.164983164983164","4.047138047138047"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","284","11.556338028169014","4.091549295774648"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","301","11.22923588039867","4.0365448504983386"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","97","286","11.006993006993007","3.8776223776223775"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","85","289","11.22491349480969","3.782006920415225"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","93","297","11.164983164983164","4.047138047138047"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","283","11.512367491166078","4.088339222614841"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","299","11.150501672240802","4.010033444816053"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","88","268","10.955223880597014","4.115671641791045"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","86","289","11.22491349480969","4.003460207612457"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","98","283","10.918727915194346","4.134275618374558"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","89","267","10.906367041198502","4.119850187265918"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","299","11.150501672240802","4.010033444816053"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","87","289","11.22491349480969","3.9930795847750864"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","99","282","10.872340425531915","4.120567375886525"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","90","266","10.857142857142858","4.116541353383458"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","94","297","11.225589225589225","4.047138047138047"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","95","296","11.18918918918919","4.050675675675675"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","88","288","11.194444444444445","3.9930555555555554"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","298","11.208053691275168","4.006711409395973"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","91","266","11.015037593984962","4.120300751879699"
"8","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","96","295","11.145762711864407","4.054237288135593"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","89","285","11.059649122807018","3.9859649122807017"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","100","281","11.00355871886121","4.124555160142349"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","298","11.208053691275168","4.0134228187919465"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","92","265","10.981132075471699","4.1169811320754715"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","101","281","11.00355871886121","4.128113879003559"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","90","284","11.028169014084508","3.98943661971831"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","298","11.442953020134228","3.8456375838926173"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","81","297","11.171717171717171","4.013468013468014"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","93","265","10.981132075471699","4.120754716981132"
"7","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","102","279","10.924731182795698","4.136200716845878"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","296","11.358108108108109","4.081081081081081"
"12","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","295","11.322033898305085","4.077966101694916"
"9","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","91","283","11.109540636042404","3.9858657243816253"
"10","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","94","265","11.064150943396227","4.1169811320754715"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","82","296","11.20945945945946","4.016891891891892"
"11","10","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","83","295","11.166101694915254","4.013559322033898"
